"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"11908","Mercury Casualty Company","0.1001","4","4","14","22","39.942","134","2013"
"16322","Progressive Direct Insurance Company","0.1071","4","3","21","28","37.353","135","2013"
"16063","Unitrin Auto and Home Insurance Company","0.1086","2","0","3","5","18.41","136","2013"
"25941","United Services Automobile Association","0.11","11","12","5","28","100.038","137","2013"
"25275","MAPFRE Insurance Company of New York","0.1198","5","2","6","13","41.72","138","2013"
"29068","IDS Property Casualty Insurance Company","0.1298","2","3","5","10","15.403","139","2013"
"23060","Tri-State Consumer Insurance Company","0.131","2","7","33","42","15.262","140","2013"
"21253","Garrison Property and Casualty Insurance Company","0.132","5","1","5","11","37.884","141","2013"
"34789","21st Century Centennial Insurance Company","0.1479","2","3","5","10","13.526","142","2013"
"19704","American States Insurance Company","0.1512","10","4","10","24","66.122","143","2013"
"25976","Utica Mutual Insurance Company","0.1646","1","1","6","8","6.077","144","2013"
"19240","Allstate Indemnity Company","0.1802","1","1","3","5","5.551","145","2013"
"18600","USAA General Indemnity Company","0.1973","8","3","11","22","40.545","146","2013"
"20796","21st Century Premier Insurance Company","0.2008","1","1","0","2","4.979","147","2013"
"22357","Hartford Accident and Indemnity Company","0.2144","1","2","1","4","4.664","148","2013"
"25658","Travelers Indemnity Company","0.2159","1","1","3","5","4.632","149","2013"
"26085","Warner Insurance Company","0.2166","1","0","0","1","4.618","150","2013"
"10921","CSAA Fire & Casualty Insurance Company","0.2239","3","1","6","10","13.401","151","2013"
"24198","Peerless Insurance Company","0.2399","9","9","10","28","37.51","152","2013"
"11037","Eveready Insurance Company","0.2689","4","5","13","22","14.873","153","2013"
"23728","National General Insurance Company","0.2752","1","1","0","2","3.633","154","2013"
"29742","Integon National Insurance Company","0.3591","1","0","1","2","2.785","155","2013"
"23450","American Family Home Insurance Company","0.4048","1","0","0","1","2.471","156","2013"
"27120","Trumbull Insurance Company","0.5618","2","0","3","5","3.56","157","2013"
"41491","GEICO Casualty Company","0.6087","1","10","30","41","1.643","158","2013"
"22225","21st Century Preferred Insurance Company","0.7819","1","0","0","1","1.279","159","2013"
"10839","Country-Wide Insurance Company","0.8251","99","61","218","378","119.982","160","2013"
"10677","Cincinnati Insurance Company","0.8773","1","0","0","1","1.14","161","2013"
"24740","SAFECO Insurance Company of America","0.92","2","2","5","9","2.174","162","2013"
"39217","QBE Insurance Corporation","0.9724","8","6","19","33","8.227","163","2013"
"22268","Infinity Insurance Company","1.1638","1","1","2","4","0.859","164","2013"
"19941","American Commerce Insurance Company","1.4833","5","6","10","21","3.371","165","2013"
"19682","Hartford Fire Insurance Company","1.7431","7","0","2","9","4.016","166","2013"
"36161","Travelers Property Casualty Insurance Company","1.8677","3","1","3","7","1.606","167","2013"
"22292","Hanover Insurance Company","3.0327","3","0","3","6","0.989","168","2013"
"23329","Merchants Mutual Insurance Company","4.1066","1","2","3","6","0.244","169","2013"
"37648","Permanent General Assurance Corporation","5.2193","20","1","10","31","3.832","170","2013"
"29459","Twin City Fire Insurance Company","10.155","16","0","0","16","1.576","171","2013"
"11851","Progressive Advanced Insurance Company","0","0","12","17","29","88.401","1","2012"
"26263","Erie Insurance Company","0","0","6","8","14","70.219","2","2012"
"10212","Allmerica Financial Alliance Insurance Company","0","0","2","5","7","44.371","3","2012"
"42919","Progressive Northwestern Insurance Company","0","0","2","6","8","41.146","4","2012"
"40231","Old Dominion Insurance Company","0","0","1","2","3","32.641","5","2012"
"11000","Sentinel Insurance Company, Ltd.","0","0","2","3","5","32.365","6","2012"
"12901","Merchants Preferred Insurance Company","0","0","5","5","10","28.718","7","2012"
"33588","First Liberty Insurance Corporation","0","0","2","3","5","28.009","8","2012"
"36137","Travelers Commercial Insurance Company","0","0","3","2","5","26.112","9","2012"
"20303","Great Northern Insurance Company","0","0","0","0","0","24.841","10","2012"
"32220","21st Century North America Insurance Company","0","0","2","2","4","24.52","11","2012"
"10052","Chubb National Insurance Company","0","0","0","1","1","24.117","12","2012"
"29939","Main Street America Assurance Company","0","0","3","3","6","22.941","13","2012"
"41483","Farmington Casualty Company","0","0","3","3","6","21.781","14","2012"
"16063","Unitrin Auto and Home Insurance Company","0","0","3","4","7","21.203","15","2012"
"18279","Bankers Standard Insurance Company","0","0","1","1","2","20.538","16","2012"
"12504","Ameriprise Insurance Company","0","0","1","7","8","18.518","17","2012"
"36447","LM General Insurance Company","0","0","0","0","0","17.806","18","2012"
"25909","Unitrin Preferred Insurance Company","0","0","0","3","3","17.489","19","2012"
"29068","IDS Property Casualty Insurance Company","0","0","1","2","3","16.848","20","2012"
"40649","Economy Premier Assurance Company","0","0","0","1","1","16.038","21","2012"
"10071","Encompass Insurance Company of America","0","0","4","0","4","15.994","22","2012"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","2","2","15.794","23","2012"
"28188","TravCo Insurance Company","0","0","0","1","1","15.235","24","2012"
"12777","Chubb Indemnity Insurance Company","0","0","1","2","3","15.102","25","2012"
"37915","Essentia Insurance Company","0","0","0","2","2","13.289","26","2012"
"10921","CSAA Fire & Casualty Insurance Company","0","0","5","0","5","12.762","27","2012"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","3","3","12.626","28","2012"
"43974","21st Century Indemnity Insurance Company","0","0","1","1","2","10.009","29","2012"
"12475","Republic-Franklin Insurance Company","0","0","2","1","3","9.363","30","2012"
"19410","Commerce and Industry Insurance Company","0","0","2","2","4","9.298","31","2012"
"10806","Farmers New Century Insurance Company","0","0","2","1","3","9.106","32","2012"
"36587","21st Century National Insurance Company","0","0","0","2","2","8.897","33","2012"
"25615","Charter Oak Fire Insurance Company","0","0","1","2","3","8.715","34","2012"
"26085","Warner Insurance Company","0","0","1","0","1","7.154","35","2012"
"37877","Nationwide Property and Casualty Insurance Company","0","0","0","1","1","7.106","36","2012"
"23833","21st Century Security Insurance Company","0","0","0","2","2","7.047","37","2012"
"31534","Citizens Insurance Company of America","0","0","0","1","1","6.869","38","2012"
"23469","American Modern Home Insurance Company","0","0","0","2","2","6.501","39","2012"
"25976","Utica Mutual Insurance Company","0","0","1","2","3","6.118","40","2012"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","0","0","0","5.698","41","2012"
"10072","Encompass Property and Casualty Company","0","0","1","2","3","5.599","42","2012"
"20230","Central Mutual Insurance Company","0","0","0","0","0","5.446","43","2012"
"23779","Nationwide Mutual Fire Insurance Company","0","0","4","4","8","5.383","44","2012"
"20133","Response Worldwide Direct Auto Insurance Company","0","0","0","2","2","5.197","45","2012"
"19682","Hartford Fire Insurance Company","0","0","0","5","5","4.687","46","2012"
"22306","Massachusetts Bay Insurance Company","0","0","1","1","2","4.671","47","2012"
"21849","American Automobile Insurance Company","0","0","0","1","1","4.607","48","2012"
"41513","Foremost Signature Insurance Company","0","0","1","1","2","4.557","49","2012"
"21865","Associated Indemnity Corporation","0","0","0","0","0","4.507","50","2012"
"26050","Response Worldwide Insurance Company","0","0","0","0","0","4.311","51","2012"
"20397","Vigilant Insurance Company","0","0","0","0","0","4.307","52","2012"
"23728","National General Insurance Company","0","0","0","0","0","4.247","53","2012"
"13242","Titan Indemnity Company","0","0","0","3","3","4.141","54","2012"
"19070","Standard Fire Insurance Company","0","0","0","0","0","3.729","55","2012"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","3.504","56","2012"
"36170","Travelers Casualty Company of Connecticut","0","0","0","1","1","3.386","57","2012"
"27120","Trumbull Insurance Company","0","0","0","1","1","3.33","58","2012"
"10645","Drivers Insurance Company","0","0","0","0","0","3.165","59","2012"
"10226","Unitrin Direct Insurance Company","0","0","1","3","4","3.098","60","2012"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","0","0","0","3.084","61","2012"
"39004","Kemper Financial Indemnity Company","0","0","0","0","0","3.043","62","2012"
"23450","American Family Home Insurance Company","0","0","0","0","0","2.845","63","2012"
"18058","Philadelphia Indemnity Insurance Company","0","0","1","2","3","2.705","64","2012"
"15210","Sterling Insurance Company","0","0","0","0","0","2.441","65","2012"
"34690","Property and Casualty Insurance Company of Hartford","0","0","1","2","3","2.367","66","2012"
"34479","Maidstone Insurance Company","0","0","0","0","0","2.336","67","2012"
"10674","Harleysville Insurance Company of New York","0","0","0","0","0","2.332","68","2012"
"33600","LM Insurance Corporation","0","0","1","0","1","2.253","69","2012"
"10723","Nationwide Assurance Company","0","0","0","1","1","2.144","70","2012"
"36161","Travelers Property Casualty Insurance Company","0","0","3","5","8","1.87","71","2012"
"21881","National Surety Corporation","0","0","1","0","1","1.706","72","2012"
"20281","Federal Insurance Company","0","0","1","2","3","1.701","73","2012"
"30210","Esurance Property and Casualty Insurance Company","0","0","0","2","2","1.679","74","2012"
"31488","Integon Preferred Insurance Company","0","0","0","0","0","1.47","75","2012"
"41491","GEICO Casualty Company","0","0","8","13","21","1.433","76","2012"
"22225","21st Century Preferred Insurance Company","0","0","0","1","1","1.424","77","2012"
"21873","Fireman's Fund Insurance Company","0","0","0","0","0","1.412","78","2012"
"19615","American Reliable Insurance Company","0","0","0","1","1","1.3","79","2012"
"10644","Victoria Automobile Insurance Company","0","0","0","0","0","1.197","80","2012"
"20346","Pacific Indemnity Company","0","0","0","0","0","1.124","81","2012"
"10915","Unitrin Direct Property & Casualty Company","0","0","2","1","3","1.098","82","2012"
"35696","Harleysville Preferred Insurance Company","0","0","0","0","0","1.053","83","2012"
"35882","GEICO General Insurance Company","0.0076","12","184","258","454","1570.816","84","2012"
"12130","New South Insurance Company","0.0083","1","8","25","34","120.453","85","2012"
"22063","Government Employees Insurance Company","0.0095","5","50","63","118","526.816","86","2012"
"25453","Nationwide Insurance Company of America","0.0101","1","4","18","23","99.462","87","2012"
"38628","Progressive Northern Insurance Company","0.0101","1","5","11","17","99.134","88","2012"
"19976","Amica Mutual Insurance Company","0.0106","1","2","6","9","94.202","89","2012"
"22055","GEICO Indemnity Company","0.0114","8","83","126","217","702.861","90","2012"
"14834","New York Central Mutual Fire Insurance Company","0.0124","3","17","39","59","241.169","91","2012"
"25968","USAA Casualty Insurance Company","0.013","1","11","22","34","77.033","92","2012"
"24260","Progressive Casualty Insurance Company","0.0131","2","9","42","53","152.186","93","2012"
"32786","Progressive Specialty Insurance Company","0.016","2","4","20","26","125.251","94","2012"
"10914","Kemper Independence Insurance Company","0.016","1","3","9","13","62.623","95","2012"
"40169","Metropolitan Casualty Insurance Company","0.0163","2","8","8","18","122.95","96","2012"
"16322","Progressive Direct Insurance Company","0.0184","1","12","17","30","54.252","97","2012"
"29688","Allstate Fire and Casualty Insurance Company","0.0194","1","1","6","8","51.549","98","2012"
"23787","Nationwide Mutual Insurance Company","0.0195","2","4","8","14","102.424","99","2012"
"24279","Progressive Max Insurance Company","0.0213","1","2","6","9","46.989","100","2012"
"26093","Nationwide Affinity Insurance Company of America","0.0235","1","6","7","14","42.548","101","2012"
"25178","State Farm Mutual Automobile Insurance Company","0.0244","28","92","133","253","1149.201","102","2012"
"37834","Progressive Preferred Insurance Company","0.0264","1","2","6","9","37.863","103","2012"
"25674","Travelers Property Casualty Company of America","0.0273","3","5","14","22","109.778","104","2012"
"12583","Adirondack Insurance Exchange","0.0274","2","7","8","17","73.04","105","2012"
"23035","Liberty Mutual Fire Insurance Company","0.0281","14","50","64","128","498.127","106","2012"
"11908","Mercury Casualty Company","0.0283","1","5","18","24","35.348","107","2012"
"27998","Travelers Home and Marine Insurance Company","0.0311","9","13","24","46","289.359","108","2012"
"43478","Utica National Insurance Company of Texas","0.0336","1","5","2","8","29.727","109","2012"
"15024","Preferred Mutual Insurance Company","0.0338","2","4","11","17","59.157","110","2012"
"25275","MAPFRE Insurance Company of New York","0.0342","1","0","5","6","29.266","111","2012"
"11105","A. Central Insurance Company","0.0371","2","17","27","46","53.907","112","2012"
